"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2023-02-26 00:00:00",14,18,4,4,64,100.85714285714286,95.42857142857143
"2023-02-27 00:00:00",14,10,2,2,64,100.85714285714286,95.85714285714286
"2023-02-28 00:00:00",19,12,5,4,51,102.28571428571429,96.14285714285714
"2023-03-01 00:00:00",16,12,3,2,61,98.71428571428571,96.14285714285714
"2023-03-02 00:00:00",10,15,1,2,54,95.14285714285714,94.28571428571429
"2023-03-03 00:00:00",20,11,4,3,55,92.28571428571429,95.14285714285714
"2023-03-04 00:00:00",19,13,5,2,54,92.71428571428571,93
"2023-03-05 00:00:00",12,15,2,6,75,93.57142857142857,93.14285714285714
"2023-03-06 00:00:00",15,26,3,4,57,95.42857142857143,93.71428571428571
"2023-03-07 00:00:00",17,16,4,4,65,97.57142857142857,92.57142857142857
"2023-03-08 00:00:00",19,10,4,4,55,97.28571428571429,95.14285714285714
"2023-03-09 00:00:00",16,19,3,3,60,100,94.71428571428571
"2023-03-10 00:00:00",16,18,2,0,47,98.57142857142857,95.28571428571429
"2023-03-11 00:00:00",21,15,1,4,69,101,95.71428571428571
"2023-03-12 00:00:00",10,20,4,2,54,98.14285714285714,97.28571428571429
"2023-03-13 00:00:00",20,9,2,3,47,94.71428571428571,98.57142857142857
"2023-03-14 00:00:00",22,14,9,1,63,95.14285714285714,102.42857142857143
"2023-03-15 00:00:00",15,16,6,2,64,96.71428571428571,101.85714285714286
"2023-03-16 00:00:00",17,14,3,4,53,95.28571428571429,105.28571428571429
"2023-03-17 00:00:00",16,21,4,0,60,97.85714285714286,101.28571428571429
"2023-03-18 00:00:00",19,17,3,3,63,97.14285714285714,94.57142857142857
"2023-03-19 00:00:00",19,13,3,1,62,98.28571428571429,92.28571428571429
"2023-03-20 00:00:00",11,19,3,2,52,99.14285714285714,89
"2023-03-21 00:00:00",21,11,6,0,50,96.14285714285714,88.14285714285714
"2023-03-22 00:00:00",14,9,6,6,55,94.28571428571429,89.42857142857143
"2023-03-23 00:00:00",18,10,2,2,58,94.14285714285714,89.28571428571429
"2023-03-24 00:00:00",16,15,4,1,54,92.57142857142857,95.85714285714286
"2023-03-25 00:00:00",12,23,7,1,64,92.85714285714286,103.28571428571429
"2023-03-26 00:00:00",14,13,3,1,61,92,105.28571428571429
"2023-03-27 00:00:00",19,13,7,2,66,94.85714285714286,105.71428571428571
"2023-03-28 00:00:00",17,8,1,3,57,94.57142857142857,102.14285714285714
"2023-03-29 00:00:00",20,18,3,5,49,95.28571428571429,98.14285714285714
"2023-03-30 00:00:00",19,15,3,0,65,97,93.28571428571429
"2023-03-31 00:00:00",10,21,5,2,63,98.57142857142857,90.57142857142857
"2023-04-01 00:00:00",23,15,8,3,61,99,91.85714285714286
"2023-04-02 00:00:00",12,14,3,0,60,98.57142857142857,93.85714285714286
"2023-04-03 00:00:00",19,11,3,3,43,94.57142857142857,95.28571428571429
"2023-04-04 00:00:00",17,17,6,4,53,96.14285714285714,98.28571428571429
"2023-04-05 00:00:00",18,15,2,1,54,95.42857142857143,102.85714285714286
"2023-04-06 00:00:00",15,24,7,2,71,97.85714285714286,108
"2023-04-07 00:00:00",22,15,6,3,69,99.85714285714286,107.28571428571429
"2023-04-08 00:00:00",17,22,6,2,68,100.57142857142857,103.14285714285714
"2023-04-09 00:00:00",15,15,3,3,71,103.14285714285714,102.42857142857143
"2023-04-10 00:00:00",12,27,3,3,67,107.85714285714286,102.57142857142857
"2023-04-11 00:00:00",23,22,5,8,66,111.71428571428571,101.57142857142857
"2023-04-12 00:00:00",15,11,6,4,72,114.28571428571429,100.71428571428571
"2023-04-13 00:00:00",21,19,3,0,61,112.14285714285714,99.57142857142857
"2023-04-14 00:00:00",14,15,6,2,62,109.85714285714286,99.42857142857143
"2023-04-15 00:00:00",15,13,5,1,58,106.57142857142857,100.85714285714286
"2023-04-16 00:00:00",15,24,2,4,65,107,97.85714285714286
"2023-04-17 00:00:00",17,14,1,2,48,102.71428571428571,97.57142857142857
"2023-04-18 00:00:00",17,11,7,6,65,100.14285714285714,98.85714285714286
"2023-04-19 00:00:00",15,15,6,4,55,98.28571428571429,97.57142857142857
"2023-04-20 00:00:00",17,23,3,1,85,101.85714285714286,96.71428571428571
"2023-04-21 00:00:00",18,17,5,4,51,101.28571428571429,96.28571428571429
"2023-04-22 00:00:00",25,16,5,0,71,104.85714285714286,97.85714285714286
"2023-04-23 00:00:00",16,16,6,1,53,102.28571428571429,101.85714285714286
"2023-04-24 00:00:00",25,12,2,4,65,106,100.85714285714286
"2023-04-25 00:00:00",12,13,2,2,64,104.14285714285714,100
"2023-04-26 00:00:00",17,10,5,5,56,103.85714285714286,103.14285714285714
"2023-04-27 00:00:00",19,17,3,2,59,99.71428571428571,103.57142857142857
"2023-04-28 00:00:00",21,13,6,3,51,99.57142857142857,104.42857142857143
"2023-04-29 00:00:00",16,17,4,1,66,97.71428571428571,103.42857142857143
"2023-04-30 00:00:00",15,11,3,3,61,97.85714285714286,98.57142857142857
"2023-05-01 00:00:00",18,17,5,5,64,98,98.28571428571429
"2023-05-02 00:00:00",23,17,5,2,57,99.57142857142857,98.85714285714286
"2023-05-03 00:00:00",17,15,3,3,69,101.57142857142857,96.57142857142857
"2023-05-04 00:00:00",20,15,5,3,62,102.28571428571429,96.28571428571429
"2023-05-05 00:00:00",15,12,1,3,49,100.28571428571429,96.14285714285714
"2023-05-06 00:00:00",20,21,5,2,64,101.42857142857143,98
"2023-05-07 00:00:00",21,13,10,3,57,103,101.57142857142857
"2023-05-08 00:00:00",20,18,6,1,59,102.28571428571429,103.14285714285714
"2023-05-09 00:00:00",20,17,1,1,69,102.85714285714286,103.28571428571429
"2023-05-10 00:00:00",15,18,5,4,56,101.57142857142857,101.28571428571429
"2023-05-11 00:00:00",22,17,5,1,70,103,102.57142857142857
"2023-05-12 00:00:00",12,21,3,2,81,108.57142857142857,102
"2023-05-13 00:00:00",19,13,2,4,60,106.57142857142857,95.57142857142857
"2023-05-14 00:00:00",19,18,2,1,63,106.42857142857143,92.57142857142857
"2023-05-15 00:00:00",18,15,7,3,70,107.71428571428571,88.28571428571429
"2023-05-16 00:00:00",22,17,5,5,60,107.85714285714286,87.14285714285714
"2023-05-17 00:00:00",16,16,5,1,58,107.57142857142857,90.42857142857143
"2023-05-18 00:00:00",18,17,5,4,58,105.71428571428571,88.42857142857143
"2023-05-19 00:00:00",16,16,4,2,73,104.57142857142857,89.57142857142857
"2023-05-20 00:00:00",17,14,4,2,84,107.85714285714286,93.71428571428571
"2023-05-21 00:00:00",16,11,2,2,55,105.42857142857143,95.71428571428571
"2023-05-22 00:00:00",16,11,5,4,54,102.14285714285714,98.28571428571429
"2023-05-23 00:00:00",22,14,7,1,62,101.71428571428571,97.57142857142857
"2023-05-24 00:00:00",21,14,1,3,68,103.28571428571429,95.28571428571429
"2023-05-25 00:00:00",16,18,8,1,71,105,94.14285714285714
"2023-05-26 00:00:00",18,19,4,2,59,103.71428571428571,91.85714285714286
"2023-05-27 00:00:00",18,18,5,4,69,102.71428571428571,93
"2023-05-28 00:00:00",24,22,7,1,73,108.57142857142857,92.57142857142857
"2023-05-29 00:00:00",17,16,4,1,56,109.14285714285714,94.57142857142857
"2023-05-30 00:00:00",16,16,4,2,71,109.57142857142857,97
"2023-05-31 00:00:00",22,13,6,5,59,109.28571428571429,96.28571428571429
"2023-06-01 00:00:00",20,8,7,2,71,108.42857142857143,98.71428571428571
"2023-06-02 00:00:00",13,28,6,0,50,107.71428571428571,102
"2023-06-03 00:00:00",29,19,8,0,82,111.14285714285714,100.85714285714286
"2023-06-04 00:00:00",11,17,3,0,62,106.28571428571429,99
"2023-06-05 00:00:00",16,23,5,0,66,108.57142857142857,98.14285714285714
"2023-06-06 00:00:00",21,20,3,3,53,107.28571428571429,97.14285714285714
"2023-06-07 00:00:00",14,22,6,4,70,108.85714285714286,100
"2023-06-08 00:00:00",20,17,5,2,46,106.28571428571429,102.14285714285714
"2023-06-09 00:00:00",13,21,6,3,62,107.42857142857143,98
"2023-06-10 00:00:00",21,21,4,0,61,103,100
"2023-06-11 00:00:00",16,26,5,1,77,107.57142857142857,101.14285714285714
"2023-06-12 00:00:00",14,26,8,1,71,109,100.57142857142857
"2023-06-13 00:00:00",24,15,4,2,57,109.28571428571429,96.28571428571429
"2023-06-14 00:00:00",18,11,2,6,41,103.85714285714286,97.42857142857143
"2023-06-15 00:00:00",21,9,6,1,53,103.85714285714286,94.71428571428571
"2023-06-16 00:00:00",11,9,3,1,51,99.57142857142857,98.85714285714286
"2023-06-17 00:00:00",14,17,4,0,68,99,96.42857142857143
"2023-06-18 00:00:00",19,19,6,0,51,94.71428571428571,95.42857142857143
"2023-06-19 00:00:00",13,17,9,3,71,93.71428571428571,96.85714285714286
"2023-06-20 00:00:00",21,22,11,1,52,94.42857142857143,102
"2023-06-21 00:00:00",16,12,6,5,62,97.71428571428571,97.85714285714286
"2023-06-22 00:00:00",19,17,5,2,53,98.57142857142857,99.14285714285714
"2023-06-23 00:00:00",22,16,5,1,64,103.28571428571429,96.85714285714286
"2023-06-24 00:00:00",22,20,5,0,81,106.85714285714286,96.14285714285714
"2023-06-25 00:00:00",15,13,6,3,48,105.42857142857143,101.28571428571429
"2023-06-26 00:00:00",19,18,6,1,72,105.85714285714286,99.57142857142857
"2023-06-27 00:00:00",20,11,2,5,56,104,100.14285714285714
"2023-06-28 00:00:00",17,17,3,5,64,104.71428571428571,100.85714285714286
"2023-06-29 00:00:00",16,15,8,1,63,105.71428571428571,98.57142857142857
"2023-06-30 00:00:00",22,28,4,2,69,108.14285714285714,101.57142857142857
"2023-07-01 00:00:00",20,21,9,4,71,107.71428571428571,100.85714285714286
"2023-07-02 00:00:00",14,12,7,0,59,108.71428571428571,97.57142857142857
"2023-07-03 00:00:00",15,11,3,4,50,104,97.85714285714286
"2023-07-04 00:00:00",17,12,5,1,64,104.71428571428571,97.71428571428571
"2023-07-05 00:00:00",17,16,6,4,82,107.42857142857143,97
"2023-07-06 00:00:00",21,22,3,3,71,109.85714285714286,96.85714285714286
"2023-07-07 00:00:00",14,19,9,3,78,109.57142857142857,91.71428571428571
"2023-07-08 00:00:00",10,12,10,1,61,105.14285714285714,95.14285714285714
"2023-07-09 00:00:00",16,11,2,1,61,105,94.71428571428571
"2023-07-10 00:00:00",21,14,5,0,61,107.57142857142857,93
"2023-07-11 00:00:00",10,18,6,1,62,107.28571428571429,90.42857142857143
"2023-07-12 00:00:00",16,17,5,3,54,103,89.57142857142857
"2023-07-13 00:00:00",20,14,3,3,70,101.57142857142857,89.28571428571429
"2023-07-14 00:00:00",19,20,4,2,69,100.28571428571429,95.14285714285714
"2023-07-15 00:00:00",17,20,2,1,70,102.57142857142857,94
"2023-07-16 00:00:00",19,15,7,3,64,105,93.71428571428571
"2023-07-17 00:00:00",15,17,6,2,55,104.14285714285714,94.71428571428571
"2023-07-18 00:00:00",21,13,5,2,67,105.71428571428571,97
"2023-07-19 00:00:00",18,20,5,5,65,108.28571428571429,96.57142857142857
"2023-07-20 00:00:00",20,18,4,3,72,109.28571428571429,98.85714285714286
"2023-07-21 00:00:00",14,14,7,0,64,107.14285714285714,97
"2023-07-22 00:00:00",14,19,3,3,63,106,93.71428571428571
"2023-07-23 00:00:00",24,10,4,3,53,104,94.14285714285714
"2023-07-24 00:00:00",9,15,2,0,61,102.85714285714286,94.71428571428571
"2023-07-25 00:00:00",21,12,4,3,59,101.57142857142857,93.85714285714286
"2023-07-26 00:00:00",16,18,7,2,68,101.28571428571429,97.71428571428571
"2023-07-27 00:00:00",19,10,3,4,53,97.28571428571429,94.71428571428571
"2023-07-28 00:00:00",17,17,5,1,71,99,92.28571428571429
"2023-07-29 00:00:00",16,14,4,3,60,98.28571428571429,94
"2023-07-30 00:00:00",15,21,7,6,68,101.57142857142857,93.57142857142857
"2023-07-31 00:00:00",18,20,3,0,71,105.14285714285714,93.57142857142857
"2023-08-01 00:00:00",21,15,3,1,78,107.85714285714286,93.14285714285714
"2023-08-02 00:00:00",15,17,3,3,75,108.14285714285714,91.85714285714286
"2023-08-03 00:00:00",26,17,5,2,56,110.57142857142857,95.42857142857143
"2023-08-04 00:00:00",18,13,1,3,62,108.57142857142857,97.14285714285714
"2023-08-05 00:00:00",22,13,6,3,57,109.14285714285714,100
"2023-08-06 00:00:00",16,18,3,1,70,107.85714285714286,99.71428571428571
"2023-08-07 00:00:00",18,24,2,0,61,106.85714285714286,99.71428571428571
"2023-08-08 00:00:00",17,10,8,4,56,103.57142857142857,99.57142857142857
"2023-08-09 00:00:00",16,27,3,1,60,102.71428571428571,98.42857142857143
"2023-08-10 00:00:00",23,15,6,1,63,103,98.85714285714286
"2023-08-11 00:00:00",22,12,8,0,63,104.14285714285714,99.14285714285714
"2023-08-12 00:00:00",16,16,4,3,75,106,97.71428571428571
"2023-08-13 00:00:00",18,22,8,3,65,107.14285714285714,98.57142857142857
"2023-08-14 00:00:00",22,13,2,3,65,107.14285714285714,97.57142857142857
"2023-08-15 00:00:00",20,16,6,2,46,106.42857142857143,97.42857142857143
"2023-08-16 00:00:00",14,22,7,4,61,106.57142857142857,101
"2023-08-17 00:00:00",17,11,1,0,70,105.28571428571429,102.42857142857143
"2023-08-18 00:00:00",18,21,8,3,58,105.71428571428571,101.28571428571429
"2023-08-19 00:00:00",16,15,6,5,65,104.71428571428571,104.14285714285714
"2023-08-20 00:00:00",24,16,3,2,59,103,104.42857142857143
"2023-08-21 00:00:00",25,13,6,6,74,105.71428571428571,104.71428571428571
"2023-08-22 00:00:00",15,14,4,3,59,106.42857142857143,103
"2023-08-23 00:00:00",20,21,2,6,59,106.42857142857143,101.57142857142857
"2023-08-24 00:00:00",18,17,4,0,71,108,99.14285714285714
"2023-08-25 00:00:00",22,20,6,1,50,106.71428571428571,101.28571428571429
"2023-08-26 00:00:00",16,13,8,2,78,108.14285714285714,99
"2023-08-27 00:00:00",19,19,5,1,46,106.14285714285714,100.85714285714286
"2023-08-28 00:00:00",18,18,3,2,63,103.28571428571429,105
"2023-08-29 00:00:00",21,11,3,1,72,105.14285714285714,107.57142857142857
"2023-08-30 00:00:00",17,16,7,1,59,104,107.85714285714286
"2023-08-31 00:00:00",16,18,6,1,58,102.42857142857143,106.85714285714286
"2023-09-01 00:00:00",24,22,1,3,62,104.28571428571429,107.28571428571429
"2023-09-02 00:00:00",16,24,4,1,47,100.71428571428571,106.71428571428571
"2023-09-03 00:00:00",10,16,5,2,63,101.57142857142857,105.71428571428571
"2023-09-04 00:00:00",11,18,5,1,69,101.57142857142857,103.57142857142857
"2023-09-05 00:00:00",29,18,9,0,60,102.71428571428571,102.71428571428571
"2023-09-06 00:00:00",17,13,8,1,70,104,101.71428571428571
"2023-09-07 00:00:00",13,16,5,8,62,104.71428571428571,99.28571428571429
"2023-09-08 00:00:00",19,14,4,0,64,103.14285714285714,95.42857142857143
"2023-09-09 00:00:00",18,17,2,3,66,105.14285714285714,96
"2023-09-10 00:00:00",18,13,3,1,66,105.85714285714286,95.57142857142857
"2023-09-11 00:00:00",21,22,6,1,48,105,94.85714285714286
"2023-09-12 00:00:00",15,21,6,1,48,101.42857142857143,97.85714285714286
"2023-09-13 00:00:00",17,14,3,3,68,100.85714285714286,97.85714285714286
"2023-09-14 00:00:00",22,15,4,4,76,103.28571428571429,102.14285714285714
"2023-09-15 00:00:00",23,17,3,1,60,103.71428571428571,105.14285714285714
"2023-09-16 00:00:00",18,15,4,5,60,103.14285714285714,105.42857142857143
"2023-09-17 00:00:00",8,13,4,1,51,99.71428571428571,103.71428571428571
"2023-09-18 00:00:00",14,19,3,4,64,100.57142857142857,102.57142857142857
"2023-09-19 00:00:00",19,20,1,1,66,102.85714285714286,97.14285714285714
"2023-09-20 00:00:00",21,15,5,1,59,102.28571428571429,97.14285714285714
"2023-09-21 00:00:00",11,18,8,4,59,99.28571428571429,96.57142857142857
"2023-09-22 00:00:00",23,17,1,2,87,103,93.57142857142857
"2023-09-23 00:00:00",10,19,5,2,53,101.14285714285714,93.57142857142857
"2023-09-24 00:00:00",23,23,2,2,59,105.71428571428571,98
"2023-09-25 00:00:00",18,18,4,2,65,106.14285714285714,100.71428571428571
"2023-09-26 00:00:00",14,15,8,3,62,105.42857142857143,104.14285714285714
"2023-09-27 00:00:00",16,18,5,5,63,106.28571428571429,103.42857142857143
"2023-09-28 00:00:00",20,15,5,2,72,108.28571428571429,102
"2023-09-29 00:00:00",15,16,7,3,68,105.28571428571429,103.42857142857143
"2023-09-30 00:00:00",17,23,11,4,66,109.85714285714286,103
"2023-10-01 00:00:00",19,20,4,2,62,109.57142857142857,99.85714285714286
"2023-10-02 00:00:00",20,16,6,5,67,110.57142857142857,98.85714285714286
"2023-10-03 00:00:00",18,15,6,1,68,111.42857142857143,96
"2023-10-04 00:00:00",18,19,6,4,66,112.28571428571429,95.42857142857143
"2023-10-05 00:00:00",20,13,5,3,62,110.71428571428571,97.28571428571429
"2023-10-06 00:00:00",12,13,8,3,72,110.57142857142857,95.14285714285714
"2023-10-07 00:00:00",17,13,9,1,44,105.28571428571429,95
"2023-10-08 00:00:00",13,13,4,5,73,105.42857142857143,94.85714285714286
"2023-10-09 00:00:00",17,18,4,1,65,104.14285714285714,94
"2023-10-10 00:00:00",17,16,4,3,76,105.28571428571429,96
"2023-10-11 00:00:00",14,14,5,4,56,102.42857142857143,96.85714285714286
"2023-10-12 00:00:00",18,25,6,2,79,106.28571428571429,96.85714285714286
"2023-10-13 00:00:00",26,12,11,4,64,107.57142857142857,99.42857142857143
"2023-10-14 00:00:00",20,11,9,3,59,110.14285714285714,99.71428571428571
"2023-10-15 00:00:00",14,15,3,3,60,108.28571428571429,99.85714285714286
"2023-10-16 00:00:00",20,25,0,0,52,107.14285714285714,99.71428571428571
"2023-10-17 00:00:00",15,15,3,2,60,104.14285714285714,101
"2023-10-18 00:00:00",13,15,5,3,63,105,101.71428571428571
"2023-10-19 00:00:00",18,17,7,1,58,100.85714285714286,101.57142857142857
"2023-10-20 00:00:00",22,16,2,1,68,99.71428571428571,99.85714285714286
"2023-10-21 00:00:00",9,20,7,2,55,98.42857142857143,98.85714285714286
"2023-10-22 00:00:00",17,18,5,3,43,97.14285714285714,98.14285714285714
"2023-10-23 00:00:00",14,15,5,1,55,96.14285714285714,101.71428571428571
"2023-10-24 00:00:00",19,12,4,3,61,96.71428571428571,101
"2023-10-25 00:00:00",21,14,5,5,59,97.42857142857143,102.42857142857143
"2023-10-26 00:00:00",13,8,5,1,67,96.42857142857143,103
"2023-10-27 00:00:00",13,22,4,4,50,94.14285714285714,105.28571428571429
"2023-10-28 00:00:00",10,16,3,4,40,91.28571428571429,108.42857142857143
"2023-10-29 00:00:00",19,18,10,1,66,95.28571428571429,107.85714285714286
"2023-10-30 00:00:00",15,23,3,2,72,98.85714285714286,105
"2023-10-31 00:00:00",15,18,2,2,56,98,102.14285714285714
"2023-11-01 00:00:00",15,9,4,2,57,95.57142857142857,101.14285714285714
"2023-11-02 00:00:00",16,12,6,2,64,96.42857142857143,97.71428571428571
"2023-11-03 00:00:00",12,12,6,2,70,97.71428571428571,98.14285714285714
"2023-11-04 00:00:00",12,16,6,0,35,97.14285714285714,91.42857142857143
"2023-11-05 00:00:00",7,12,4,1,41,90.14285714285714,92.28571428571429
"2023-11-06 00:00:00",10,10,3,3,50,84.57142857142857,90.28571428571429
"2023-11-07 00:00:00",14,12,4,3,27,79.85714285714286,92.14285714285714
"2023-11-08 00:00:00",6,14,5,1,39,76.71428571428571,93.57142857142857
"2023-11-09 00:00:00",18,15,7,3,57,76.71428571428571,91.42857142857143
"2023-11-10 00:00:00",18,19,3,3,54,76,89.71428571428571
"2023-11-11 00:00:00",11,17,4,2,69,80.85714285714286,95.57142857142857
"2023-11-12 00:00:00",15,17,7,3,68,87.28571428571429,94.57142857142857
"2023-11-13 00:00:00",15,18,6,3,64,91.57142857142857,94
"2023-11-14 00:00:00",16,12,1,3,55,95.42857142857143,91.71428571428571
"2023-11-15 00:00:00",14,20,3,2,57,99.85714285714286,87.28571428571429
"2023-11-16 00:00:00",15,14,2,3,34,95.28571428571429,90.85714285714286
"2023-11-17 00:00:00",17,17,1,2,48,93.57142857142857,91.71428571428571
"2023-11-18 00:00:00",14,12,7,0,61,92.28571428571429,89
"2023-11-19 00:00:00",14,24,6,5,47,90.28571428571429,87.85714285714286
"2023-11-20 00:00:00",12,18,1,1,63,88.71428571428571,90.14285714285714
"2023-11-21 00:00:00",16,11,3,5,53,88.85714285714286,89
"2023-11-22 00:00:00",12,19,1,2,46,86.57142857142857,89.28571428571429
"2023-11-23 00:00:00",19,16,5,3,52,90.42857142857143,88.71428571428571
"2023-11-24 00:00:00",11,19,1,2,56,91,85.71428571428571
"2023-11-25 00:00:00",13,11,4,0,45,88,86.28571428571429
"2023-11-26 00:00:00",9,7,2,2,50,84.28571428571429,86
"2023-11-27 00:00:00",12,13,4,2,57,83.28571428571429,84
"2023-11-28 00:00:00",14,13,4,1,51,82.57142857142857,88.57142857142857
"2023-11-29 00:00:00",21,19,2,3,45,84,91.14285714285714
"2023-11-30 00:00:00",11,12,1,2,53,81.71428571428571,90.71428571428571
"2023-12-01 00:00:00",12,13,2,4,46,80,92.42857142857143
"2023-12-02 00:00:00",22,13,3,3,49,82.42857142857143,91.28571428571429
"2023-12-03 00:00:00",10,20,5,1,60,86.14285714285714,93.71428571428571
"2023-12-04 00:00:00",12,21,4,4,51,86.71428571428571,93.42857142857143
"2023-12-05 00:00:00",16,9,6,4,61,88.57142857142857,91.42857142857143
"2023-12-06 00:00:00",21,6,5,3,56,88.71428571428571,90
"2023-12-07 00:00:00",15,20,2,3,51,90.42857142857143,89.28571428571429
"2023-12-08 00:00:00",10,15,2,0,64,92.42857142857143,87.71428571428571
"2023-12-09 00:00:00",16,13,7,0,57,92.85714285714286,87.14285714285714
"2023-12-10 00:00:00",9,15,2,5,65,92.85714285714286,87.42857142857143
"2023-12-11 00:00:00",21,8,3,1,56,92.42857142857143,87.14285714285714
"2023-12-12 00:00:00",12,17,5,3,46,90.57142857142857,87.71428571428571
"2023-12-13 00:00:00",22,17,6,3,53,92,89
"2023-12-14 00:00:00",13,16,7,6,49,92,89.14285714285714
"2023-12-15 00:00:00",13,14,2,1,62,92.14285714285714,90.28571428571429
"2023-12-16 00:00:00",20,18,0,1,53,92,90.57142857142857
"2023-12-17 00:00:00",11,11,3,4,60,91,90.42857142857143
"2023-12-18 00:00:00",14,10,4,2,45,89,94.14285714285714
"2023-12-19 00:00:00",16,17,3,5,67,92.57142857142857,91.85714285714286
"2023-12-20 00:00:00",12,18,4,2,51,90.57142857142857,90.71428571428571
"2023-12-21 00:00:00",15,19,3,3,64,92.42857142857143,90.57142857142857
"2023-12-22 00:00:00",14,14,6,1,53,91.85714285714286,92
"2023-12-23 00:00:00",8,12,1,5,59,90.85714285714286,91.42857142857143
"2023-12-24 00:00:00",12,17,8,3,48,90.71428571428571,91.71428571428571
"2023-12-25 00:00:00",13,17,8,1,58,93.85714285714286,90.28571428571429
"2023-12-26 00:00:00",12,11,3,3,63,91.57142857142857,92.28571428571429
"2023-12-27 00:00:00",17,14,1,2,50,91.14285714285714,91.85714285714286
"2023-12-28 00:00:00",16,15,7,2,60,90.57142857142857,91.85714285714286
"2023-12-29 00:00:00",19,14,6,3,65,93.28571428571429,87.71428571428571
"2023-12-30 00:00:00",11,15,8,1,48,93,90
"2023-12-31 00:00:00",15,9,1,0,49,91,90.42857142857143
"2024-01-01 00:00:00",6,14,3,4,54,88.71428571428571,89.57142857142857
"2024-01-02 00:00:00",10,15,3,3,55,87.85714285714286,90.28571428571429
"2024-01-03 00:00:00",18,14,5,3,48,88.42857142857143,91.14285714285714
"2024-01-04 00:00:00",14,21,5,4,59,88.85714285714286,92.28571428571429
"2024-01-05 00:00:00",12,16,4,1,57,86.42857142857143,94.85714285714286
"2024-01-06 00:00:00",14,14,1,3,54,86.85714285714286,91.28571428571429
"2024-01-07 00:00:00",14,12,4,2,53,88.42857142857143,90
"2024-01-08 00:00:00",8,15,4,3,50,88.28571428571429,89.85714285714286
"2024-01-09 00:00:00",6,8,2,2,46,85.14285714285714,90
"2024-01-10 00:00:00",20,16,4,4,53,86.42857142857143,91.42857142857143
"2024-01-11 00:00:00",9,13,6,3,60,84.71428571428571,88
"2024-01-12 00:00:00",14,14,7,3,57,85.42857142857143,86.28571428571429
"2024-01-13 00:00:00",13,14,3,1,61,86.28571428571429,85.57142857142857
"2024-01-14 00:00:00",14,14,7,3,56,87.57142857142857,85.28571428571429
"2024-01-15 00:00:00",13,17,5,2,67,91,85
"2024-01-16 00:00:00",14,13,2,4,60,95.14285714285714,83.85714285714286
"2024-01-17 00:00:00",18,11,4,4,56,94.57142857142857,81
"2024-01-18 00:00:00",13,16,3,1,50,93.42857142857143,84.28571428571429
"2024-01-19 00:00:00",14,14,3,2,52,92,86.14285714285714
"2024-01-20 00:00:00",18,21,3,3,52,92.71428571428571,88.71428571428571
"2024-01-21 00:00:00",14,13,4,2,54,91.71428571428571,89.42857142857143
"2024-01-22 00:00:00",15,14,4,6,53,90,91.14285714285714
"2024-01-23 00:00:00",17,24,4,4,49,90.71428571428571,91
"2024-01-24 00:00:00",15,10,6,5,59,91,93.57142857142857
"2024-01-25 00:00:00",13,12,3,3,50,90.71428571428571,96.14285714285714
"2024-01-26 00:00:00",14,11,5,3,64,92.42857142857143,95
"2024-01-27 00:00:00",12,17,2,2,52,90.71428571428571,94.71428571428571
"2024-01-28 00:00:00",19,17,10,4,53,93,95.57142857142857
"2024-01-29 00:00:00",12,17,3,3,45,91.28571428571429,94.57142857142857
"2024-01-30 00:00:00",12,8,4,3,45,87.57142857142857,94.42857142857143
"2024-01-31 00:00:00",13,10,0,4,61,86.57142857142857,94.71428571428571
"2024-02-01 00:00:00",18,14,4,3,61,89.28571428571429,91.28571428571429
"2024-02-02 00:00:00",13,20,2,3,49,87.85714285714286,92
"2024-02-03 00:00:00",21,18,3,1,51,89.14285714285714,95
"2024-02-04 00:00:00",14,17,4,0,43,85.57142857142857,94.28571428571429
"2024-02-05 00:00:00",10,13,2,2,50,85.14285714285714,91.85714285714286
"2024-02-06 00:00:00",20,14,2,5,45,87.14285714285714,93.85714285714286
"2024-02-07 00:00:00",21,18,4,3,65,90.42857142857143,93.14285714285714
"2024-02-08 00:00:00",14,12,4,2,56,88.71428571428571,95.42857142857143
"2024-02-09 00:00:00",21,16,3,3,51,89.71428571428571,96.28571428571429
"2024-02-10 00:00:00",21,19,3,2,57,90.85714285714286,91
"2024-02-11 00:00:00",12,16,6,3,58,93.28571428571429,89.85714285714286
"2024-02-12 00:00:00",15,10,3,1,69,96.28571428571429,94.71428571428571
"2024-02-13 00:00:00",14,14,5,3,46,95.71428571428571,95.14285714285714
"2024-02-14 00:00:00",23,8,3,2,68,94.71428571428571,93.57142857142857
"2024-02-15 00:00:00",18,20,3,4,65,97.85714285714286,90.14285714285714
"2024-02-16 00:00:00",12,21,2,3,68,99.57142857142857,94.14285714285714
"2024-02-17 00:00:00",13,13,3,0,59,97.57142857142857,98
"2024-02-18 00:00:00",17,15,1,7,42,95.71428571428571,96.71428571428571
"2024-02-19 00:00:00",15,7,5,3,52,93.42857142857143,93
"2024-02-20 00:00:00",11,20,4,2,50,94.14285714285714,91.85714285714286
"2024-02-21 00:00:00",13,17,4,2,56,92.42857142857143,90.57142857142857
"2024-02-22 00:00:00",15,9,3,3,45,87.42857142857143,96.14285714285714
"2024-02-23 00:00:00",22,17,4,2,54,86.42857142857143,94
"2024-02-24 00:00:00",12,18,3,1,59,87.14285714285714,96.28571428571429
