"DateTime","Container","Dry Bulk","General Cargo","Roll-on/roll-off","Tanker","7-day Moving Average","Prior Year: 7-day Moving Average"
"2022-02-25 00:00:00",13,18,4,4,75,98.14285714285714,70.85714285714286
"2022-02-26 00:00:00",9,19,2,1,59,95.42857142857143,68.85714285714286
"2022-02-27 00:00:00",17,14,5,1,61,95.85714285714286,68.71428571428571
"2022-02-28 00:00:00",15,13,5,2,55,96.14285714285714,68.28571428571429
"2022-03-01 00:00:00",11,18,3,3,47,96.14285714285714,69.14285714285714
"2022-03-02 00:00:00",15,11,2,2,60,94.28571428571429,68.57142857142857
"2022-03-03 00:00:00",12,17,2,2,69,95.14285714285714,70.57142857142857
"2022-03-04 00:00:00",10,18,5,2,64,93,70.42857142857143
"2022-03-05 00:00:00",12,17,2,3,57,93.14285714285714,71.14285714285714
"2022-03-06 00:00:00",13,20,5,4,60,93.71428571428571,71.57142857142857
"2022-03-07 00:00:00",13,12,5,2,50,92.57142857142857,71.42857142857143
"2022-03-08 00:00:00",11,17,4,2,66,95.14285714285714,72.14285714285714
"2022-03-09 00:00:00",14,15,2,4,52,94.71428571428571,74.28571428571429
"2022-03-10 00:00:00",12,21,4,3,66,95.28571428571429,70.57142857142857
"2022-03-11 00:00:00",9,25,5,1,62,95.71428571428571,72.57142857142857
"2022-03-12 00:00:00",18,24,5,3,52,97.28571428571429,73
"2022-03-13 00:00:00",10,19,3,4,75,98.57142857142857,71.28571428571429
"2022-03-14 00:00:00",15,21,6,3,64,102.42857142857143,73.14285714285714
"2022-03-15 00:00:00",17,19,4,1,55,101.85714285714286,73.71428571428571
"2022-03-16 00:00:00",10,21,7,2,71,105.28571428571429,73.71428571428571
"2022-03-17 00:00:00",11,17,6,2,42,101.28571428571429,75.71428571428571
"2022-03-18 00:00:00",6,10,2,1,36,94.57142857142857,74.14285714285714
"2022-03-19 00:00:00",16,13,2,2,53,92.28571428571429,75.85714285714286
"2022-03-20 00:00:00",8,13,8,1,58,89,77.71428571428571
"2022-03-21 00:00:00",10,25,3,2,63,88.14285714285714,79
"2022-03-22 00:00:00",15,18,7,1,64,89.42857142857143,76.42857142857143
"2022-03-23 00:00:00",16,17,2,4,71,89.28571428571429,76.42857142857143
"2022-03-24 00:00:00",16,22,5,1,80,95.85714285714286,79.14285714285714
"2022-03-25 00:00:00",16,23,6,0,62,103.28571428571429,80.71428571428571
"2022-03-26 00:00:00",15,13,5,2,65,105.28571428571429,77.14285714285714
"2022-03-27 00:00:00",14,9,8,2,58,105.71428571428571,78.14285714285714
"2022-03-28 00:00:00",10,16,0,1,51,102.14285714285714,78.42857142857143
"2022-03-29 00:00:00",13,16,4,0,44,98.14285714285714,80
"2022-03-30 00:00:00",15,19,1,3,38,93.28571428571429,80.85714285714286
"2022-03-31 00:00:00",13,18,3,2,69,90.57142857142857,81.14285714285714
"2022-04-01 00:00:00",20,18,2,3,73,91.85714285714286,83.57142857142857
"2022-04-02 00:00:00",16,20,4,6,68,93.85714285714286,87
"2022-04-03 00:00:00",15,13,1,1,71,95.28571428571429,90.14285714285714
"2022-04-04 00:00:00",9,14,6,4,66,98.28571428571429,92.42857142857143
"2022-04-05 00:00:00",18,27,1,2,61,102.85714285714286,92
"2022-04-06 00:00:00",18,19,5,1,69,108,87.14285714285714
"2022-04-07 00:00:00",11,15,4,1,69,107.28571428571429,89.71428571428571
"2022-04-08 00:00:00",15,14,6,1,51,103.14285714285714,89.14285714285714
"2022-04-09 00:00:00",18,23,5,1,62,102.42857142857143,94.28571428571429
"2022-04-10 00:00:00",15,23,5,3,56,102.57142857142857,92.42857142857143
"2022-04-11 00:00:00",15,13,2,1,61,101.57142857142857,91.71428571428571
"2022-04-12 00:00:00",10,24,3,0,66,100.71428571428571,91.42857142857143
"2022-04-13 00:00:00",16,24,3,4,57,99.57142857142857,93.42857142857143
"2022-04-14 00:00:00",14,14,6,3,62,99.42857142857143,86.28571428571429
"2022-04-15 00:00:00",15,8,3,0,71,100.85714285714286,84.14285714285714
"2022-04-16 00:00:00",15,8,6,5,54,97.85714285714286,81
"2022-04-17 00:00:00",12,11,6,2,69,97.57142857142857,81.28571428571429
"2022-04-18 00:00:00",13,20,3,4,61,98.85714285714286,82
"2022-04-19 00:00:00",18,13,3,2,58,97.57142857142857,84.28571428571429
"2022-04-20 00:00:00",14,13,4,2,65,96.71428571428571,87.85714285714286
"2022-04-21 00:00:00",17,21,6,1,51,96.28571428571429,93.85714285714286
"2022-04-22 00:00:00",13,23,2,1,69,97.85714285714286,96.14285714285714
"2022-04-23 00:00:00",18,15,7,5,71,101.85714285714286,95.14285714285714
"2022-04-24 00:00:00",16,23,3,0,51,100.85714285714286,96.85714285714286
"2022-04-25 00:00:00",17,14,4,2,58,100,95.28571428571429
"2022-04-26 00:00:00",20,12,5,2,77,103.14285714285714,93
"2022-04-27 00:00:00",21,14,3,2,61,103.57142857142857,90.28571428571429
"2022-04-28 00:00:00",23,15,3,1,60,104.42857142857143,87.57142857142857
"2022-04-29 00:00:00",15,15,3,2,66,103.42857142857143,82.85714285714286
"2022-04-30 00:00:00",13,15,2,3,49,98.57142857142857,80.85714285714286
"2022-05-01 00:00:00",10,19,2,1,59,98.28571428571429,75.28571428571429
"2022-05-02 00:00:00",16,17,2,2,62,98.85714285714286,75.85714285714286
"2022-05-03 00:00:00",17,12,4,1,66,96.57142857142857,77.28571428571429
"2022-05-04 00:00:00",15,19,2,5,58,96.28571428571429,77
"2022-05-05 00:00:00",8,18,6,2,67,96.14285714285714,74.14285714285714
"2022-05-06 00:00:00",23,21,5,1,64,98,77.28571428571429
"2022-05-07 00:00:00",26,16,4,2,59,101.57142857142857,80.57142857142857
"2022-05-08 00:00:00",16,22,3,3,58,103.14285714285714,84.85714285714286
"2022-05-09 00:00:00",14,16,1,2,67,103.28571428571429,84
"2022-05-10 00:00:00",13,19,5,1,48,101.28571428571429,84.85714285714286
"2022-05-11 00:00:00",16,20,3,3,66,102.57142857142857,87.85714285714286
"2022-05-12 00:00:00",19,16,0,0,62,102,93.42857142857143
"2022-05-13 00:00:00",12,13,2,0,42,95.57142857142857,95
"2022-05-14 00:00:00",10,15,4,5,52,92.57142857142857,93.57142857142857
"2022-05-15 00:00:00",7,11,1,5,48,88.28571428571429,88.28571428571429
"2022-05-16 00:00:00",14,19,4,0,55,87.14285714285714,88.71428571428571
"2022-05-17 00:00:00",20,19,3,2,65,90.42857142857143,87.42857142857143
"2022-05-18 00:00:00",10,12,5,5,62,88.42857142857143,84.57142857142857
"2022-05-19 00:00:00",12,26,6,1,60,89.57142857142857,82.14285714285714
"2022-05-20 00:00:00",15,10,6,5,62,93.71428571428571,79.57142857142857
"2022-05-21 00:00:00",15,19,7,1,58,95.71428571428571,79.85714285714286
"2022-05-22 00:00:00",12,6,3,1,68,98.28571428571429,84
"2022-05-23 00:00:00",10,13,2,0,62,97.57142857142857,84.14285714285714
"2022-05-24 00:00:00",20,14,1,0,58,95.28571428571429,85.57142857142857
"2022-05-25 00:00:00",20,15,3,3,45,94.14285714285714,85
"2022-05-26 00:00:00",7,13,5,1,63,91.85714285714286,84.28571428571429
"2022-05-27 00:00:00",14,17,2,4,69,93,85.14285714285714
"2022-05-28 00:00:00",17,13,0,0,67,92.57142857142857,83.85714285714286
"2022-05-29 00:00:00",13,20,4,5,62,94.57142857142857,84.85714285714286
"2022-05-30 00:00:00",16,12,6,1,69,97,85.71428571428571
"2022-05-31 00:00:00",15,11,1,1,60,96.28571428571429,85.71428571428571
"2022-06-01 00:00:00",16,16,3,4,64,98.71428571428571,89.42857142857143
"2022-06-02 00:00:00",16,20,2,4,70,102,90.28571428571429
"2022-06-03 00:00:00",10,18,5,5,60,100.85714285714286,91.14285714285714
"2022-06-04 00:00:00",18,13,3,1,49,99,93.42857142857143
"2022-06-05 00:00:00",14,17,3,1,63,98.14285714285714,93.85714285714286
"2022-06-06 00:00:00",12,12,1,5,67,97.14285714285714,93.85714285714286
"2022-06-07 00:00:00",20,16,4,2,66,100,93.14285714285714
"2022-06-08 00:00:00",24,25,4,2,63,102.14285714285714,90.42857142857143
"2022-06-09 00:00:00",10,10,3,0,60,98,91.14285714285714
"2022-06-10 00:00:00",20,15,1,4,72,100,91
"2022-06-11 00:00:00",16,14,3,2,57,101.14285714285714,91
"2022-06-12 00:00:00",16,11,3,1,63,100.57142857142857,90.28571428571429
"2022-06-13 00:00:00",14,9,0,2,42,96.28571428571429,91
"2022-06-14 00:00:00",15,22,6,0,73,97.42857142857143,90.71428571428571
"2022-06-15 00:00:00",16,13,3,2,65,94.71428571428571,91
"2022-06-16 00:00:00",19,20,1,3,69,98.85714285714286,92.42857142857143
"2022-06-17 00:00:00",21,8,5,1,60,96.42857142857143,91.42857142857143
"2022-06-18 00:00:00",11,15,4,2,53,95.42857142857143,91.85714285714286
"2022-06-19 00:00:00",8,21,1,1,73,96.85714285714286,90.57142857142857
"2022-06-20 00:00:00",23,16,1,3,60,102,90
"2022-06-21 00:00:00",19,13,3,4,48,97.85714285714286,90.42857142857143
"2022-06-22 00:00:00",19,23,0,2,64,99.14285714285714,91.71428571428571
"2022-06-23 00:00:00",15,16,3,4,58,96.85714285714286,91.28571428571429
"2022-06-24 00:00:00",11,19,3,1,56,96.14285714285714,91
"2022-06-25 00:00:00",20,23,4,2,72,101.28571428571429,91.85714285714286
"2022-06-26 00:00:00",14,10,5,1,62,99.57142857142857,91.42857142857143
"2022-06-27 00:00:00",12,20,3,1,71,100.14285714285714,90
"2022-06-28 00:00:00",17,17,1,2,55,100.85714285714286,91.28571428571429
"2022-06-29 00:00:00",17,21,2,2,50,98.57142857142857,89.71428571428571
"2022-06-30 00:00:00",19,17,1,3,77,101.57142857142857,88.14285714285714
"2022-07-01 00:00:00",10,14,4,3,54,100.85714285714286,90
"2022-07-02 00:00:00",15,16,6,3,58,97.57142857142857,88
"2022-07-03 00:00:00",6,18,3,4,63,97.85714285714286,88.85714285714286
"2022-07-04 00:00:00",15,20,1,2,68,97.71428571428571,89.28571428571429
"2022-07-05 00:00:00",18,10,2,0,57,97,88.71428571428571
"2022-07-06 00:00:00",13,12,7,2,57,96.85714285714286,88
"2022-07-07 00:00:00",9,14,1,3,54,91.71428571428571,91.14285714285714
"2022-07-08 00:00:00",17,14,4,1,73,95.14285714285714,88.57142857142857
"2022-07-09 00:00:00",17,18,2,5,53,94.71428571428571,89.57142857142857
"2022-07-10 00:00:00",10,12,3,1,56,93,88.57142857142857
"2022-07-11 00:00:00",10,12,3,3,60,90.42857142857143,88.71428571428571
"2022-07-12 00:00:00",17,12,4,0,48,89.57142857142857,87.71428571428571
"2022-07-13 00:00:00",16,17,2,2,52,89.28571428571429,87.71428571428571
"2022-07-14 00:00:00",19,14,4,4,81,95.14285714285714,85.28571428571429
"2022-07-15 00:00:00",11,14,3,1,72,94,85
"2022-07-16 00:00:00",18,11,4,6,54,93.71428571428571,82
"2022-07-17 00:00:00",13,13,4,0,59,94.71428571428571,82.42857142857143
"2022-07-18 00:00:00",18,16,1,3,66,97,81.57142857142857
"2022-07-19 00:00:00",15,8,1,1,53,96.57142857142857,83
"2022-07-20 00:00:00",16,18,2,2,67,98.85714285714286,85
"2022-07-21 00:00:00",16,18,5,3,67,97,84
"2022-07-22 00:00:00",10,4,1,1,62,93.71428571428571,84.42857142857143
"2022-07-23 00:00:00",14,16,2,5,59,94.14285714285714,87.71428571428571
"2022-07-24 00:00:00",14,15,2,2,60,94.71428571428571,87.42857142857143
"2022-07-25 00:00:00",14,11,6,2,65,93.85714285714286,87.85714285714286
"2022-07-26 00:00:00",16,19,5,0,65,97.71428571428571,87.85714285714286
"2022-07-27 00:00:00",8,11,1,3,61,94.71428571428571,89.14285714285714
"2022-07-28 00:00:00",17,14,3,3,55,92.28571428571429,91
"2022-07-29 00:00:00",16,17,5,0,52,94,90.42857142857143
"2022-07-30 00:00:00",10,17,3,1,62,93.57142857142857,89.28571428571429
"2022-07-31 00:00:00",16,17,3,2,55,93.57142857142857,89.42857142857143
"2022-08-01 00:00:00",15,12,6,1,61,93.14285714285714,90.28571428571429
"2022-08-02 00:00:00",19,23,4,2,48,91.85714285714286,88.71428571428571
"2022-08-03 00:00:00",15,24,6,5,59,95.42857142857143,87.42857142857143
"2022-08-04 00:00:00",16,23,3,0,62,97.14285714285714,87.71428571428571
"2022-08-05 00:00:00",19,17,1,7,66,100,89.71428571428571
"2022-08-06 00:00:00",15,14,3,1,58,99.71428571428571,90.71428571428571
"2022-08-07 00:00:00",16,10,1,2,64,99.71428571428571,91.14285714285714
"2022-08-08 00:00:00",16,18,4,3,53,99.57142857142857,91.42857142857143
"2022-08-09 00:00:00",14,16,2,2,54,98.42857142857143,92.28571428571429
"2022-08-10 00:00:00",19,19,1,2,71,98.85714285714286,90.71428571428571
"2022-08-11 00:00:00",17,14,5,5,65,99.14285714285714,86.57142857142857
"2022-08-12 00:00:00",9,18,3,1,69,97.71428571428571,86
"2022-08-13 00:00:00",16,20,2,2,57,98.57142857142857,85.28571428571429
"2022-08-14 00:00:00",10,21,1,0,54,97.57142857142857,86.42857142857143
"2022-08-15 00:00:00",13,17,2,2,59,97.42857142857143,85.85714285714286
"2022-08-16 00:00:00",19,15,4,6,69,101,83.14285714285714
"2022-08-17 00:00:00",23,17,6,4,72,102.42857142857143,81.14285714285714
"2022-08-18 00:00:00",16,12,6,2,62,101.28571428571429,79.28571428571429
"2022-08-19 00:00:00",27,14,5,3,71,104.14285714285714,78
"2022-08-20 00:00:00",16,14,3,1,65,104.42857142857143,75.42857142857143
"2022-08-21 00:00:00",11,13,3,2,59,104.71428571428571,77
"2022-08-22 00:00:00",12,14,6,1,48,103,76.42857142857143
"2022-08-23 00:00:00",19,17,2,2,63,101.57142857142857,78.85714285714286
"2022-08-24 00:00:00",14,19,7,2,63,99.14285714285714,81.28571428571429
"2022-08-25 00:00:00",15,19,7,1,71,101.28571428571429,83.28571428571429
"2022-08-26 00:00:00",20,25,4,1,54,99,86.28571428571429
"2022-08-27 00:00:00",14,27,2,1,68,100.85714285714286,89.85714285714286
"2022-08-28 00:00:00",20,18,4,4,71,105,87
"2022-08-29 00:00:00",14,22,2,2,59,107.57142857142857,88.14285714285714
"2022-08-30 00:00:00",17,27,4,0,57,107.85714285714286,88.14285714285714
"2022-08-31 00:00:00",14,17,4,2,61,106.85714285714286,88.85714285714286
"2022-09-01 00:00:00",17,24,5,3,67,107.28571428571429,90.42857142857143
"2022-09-02 00:00:00",16,11,3,3,67,106.71428571428571,89.85714285714286
"2022-09-03 00:00:00",10,25,7,2,61,105.71428571428571,88.42857142857143
"2022-09-04 00:00:00",18,17,4,1,62,103.57142857142857,87.42857142857143
"2022-09-05 00:00:00",11,12,4,4,62,102.71428571428571,85.85714285714286
"2022-09-06 00:00:00",18,21,3,2,54,101.71428571428571,84.57142857142857
"2022-09-07 00:00:00",15,14,2,2,48,99.28571428571429,83
"2022-09-08 00:00:00",10,14,6,3,56,95.42857142857143,84
"2022-09-09 00:00:00",18,22,4,3,57,96,84.71428571428571
"2022-09-10 00:00:00",13,19,1,1,68,95.57142857142857,83.28571428571429
"2022-09-11 00:00:00",8,14,1,1,73,94.85714285714286,82.85714285714286
"2022-09-12 00:00:00",21,19,2,3,69,97.85714285714286,83.42857142857143
"2022-09-13 00:00:00",18,15,3,1,61,97.85714285714286,83
"2022-09-14 00:00:00",19,22,13,3,54,102.14285714285714,85.28571428571429
"2022-09-15 00:00:00",15,20,6,2,67,105.14285714285714,86.14285714285714
"2022-09-16 00:00:00",18,10,6,1,71,105.42857142857143,87.71428571428571
"2022-09-17 00:00:00",17,10,1,3,59,103.71428571428571,88.57142857142857
"2022-09-18 00:00:00",13,26,1,0,49,102.57142857142857,93.42857142857143
"2022-09-19 00:00:00",12,15,4,1,44,97.14285714285714,94.14285714285714
"2022-09-20 00:00:00",15,15,5,3,60,97.14285714285714,95.28571428571429
"2022-09-21 00:00:00",13,14,5,3,72,96.57142857142857,93.57142857142857
"2022-09-22 00:00:00",13,8,4,1,63,93.57142857142857,92.28571428571429
"2022-09-23 00:00:00",16,20,4,0,66,93.57142857142857,87
"2022-09-24 00:00:00",22,22,8,6,63,98,89.57142857142857
"2022-09-25 00:00:00",14,14,6,1,73,100.71428571428571,90
"2022-09-26 00:00:00",17,29,0,0,54,104.14285714285714,90
"2022-09-27 00:00:00",16,14,4,1,58,103.42857142857143,89.42857142857143
"2022-09-28 00:00:00",17,14,3,5,58,102,90.57142857142857
"2022-09-29 00:00:00",6,20,3,0,70,103.42857142857143,92.42857142857143
"2022-09-30 00:00:00",20,13,4,3,63,103,96.14285714285714
"2022-10-01 00:00:00",15,14,2,3,65,99.85714285714286,94.42857142857143
"2022-10-02 00:00:00",11,17,4,3,66,98.85714285714286,90
"2022-10-03 00:00:00",9,16,2,1,52,96,87.71428571428571
"2022-10-04 00:00:00",13,15,3,2,56,95.42857142857143,87.85714285714286
"2022-10-05 00:00:00",16,22,3,4,65,97.28571428571429,88
"2022-10-06 00:00:00",12,15,3,2,52,95.14285714285714,88.28571428571429
"2022-10-07 00:00:00",14,21,5,3,59,95,86.14285714285714
"2022-10-08 00:00:00",16,18,2,3,59,94.85714285714286,88.57142857142857
"2022-10-09 00:00:00",17,18,3,0,57,94,91.14285714285714
"2022-10-10 00:00:00",20,16,4,2,52,96,94.85714285714286
"2022-10-11 00:00:00",17,15,3,3,57,96.85714285714286,90.28571428571429
"2022-10-12 00:00:00",19,19,4,4,64,96.85714285714286,88
"2022-10-13 00:00:00",14,15,4,1,68,99.42857142857143,85.71428571428571
"2022-10-14 00:00:00",18,19,5,3,59,99.71428571428571,87.42857142857143
"2022-10-15 00:00:00",16,16,5,2,60,99.85714285714286,86
"2022-10-16 00:00:00",16,16,3,1,58,99.71428571428571,85
"2022-10-17 00:00:00",14,17,6,3,63,101,83.42857142857143
"2022-10-18 00:00:00",18,21,2,2,57,101.71428571428571,89
"2022-10-19 00:00:00",15,16,7,2,69,101.57142857142857,89.14285714285714
"2022-10-20 00:00:00",12,13,4,3,58,99.85714285714286,91.57142857142857
"2022-10-21 00:00:00",17,12,4,5,59,98.85714285714286,90
"2022-10-22 00:00:00",14,16,5,0,59,98.14285714285714,85.85714285714286
"2022-10-23 00:00:00",15,23,7,2,72,101.71428571428571,85.57142857142857
"2022-10-24 00:00:00",15,11,2,2,68,101,87.14285714285714
"2022-10-25 00:00:00",20,23,2,3,62,102.42857142857143,85.57142857142857
"2022-10-26 00:00:00",15,16,7,3,72,103,85
"2022-10-27 00:00:00",18,16,4,3,65,105.28571428571429,80.14285714285714
"2022-10-28 00:00:00",13,21,0,7,78,108.42857142857143,77.14285714285714
"2022-10-29 00:00:00",10,17,2,0,61,107.85714285714286,78.57142857142857
"2022-10-30 00:00:00",18,15,4,2,60,105,78.14285714285714
"2022-10-31 00:00:00",11,14,6,1,46,102.14285714285714,76.28571428571429
"2022-11-01 00:00:00",20,20,1,2,60,101.14285714285714,79.71428571428571
"2022-11-02 00:00:00",14,9,4,1,61,97.71428571428571,80.85714285714286
"2022-11-03 00:00:00",19,16,4,6,64,98.14285714285714,84.85714285714286
"2022-11-04 00:00:00",8,16,2,2,44,91.42857142857143,85.71428571428571
"2022-11-05 00:00:00",14,14,4,5,59,92.28571428571429,85.85714285714286
"2022-11-06 00:00:00",12,18,3,1,51,90.28571428571429,83.28571428571429
"2022-11-07 00:00:00",9,23,3,1,55,92.14285714285714,81
"2022-11-08 00:00:00",16,22,4,4,67,93.57142857142857,75.28571428571429
"2022-11-09 00:00:00",15,9,2,1,47,91.42857142857143,77.14285714285714
"2022-11-10 00:00:00",18,16,4,2,57,89.71428571428571,76.14285714285714
"2022-11-11 00:00:00",13,19,4,3,74,95.57142857142857,80.71428571428571
"2022-11-12 00:00:00",13,21,8,1,46,94.57142857142857,78.28571428571429
"2022-11-13 00:00:00",8,9,6,1,57,94,81
"2022-11-14 00:00:00",14,14,2,1,44,91.71428571428571,84.71428571428571
"2022-11-15 00:00:00",11,11,5,5,50,87.28571428571429,87.85714285714286
"2022-11-16 00:00:00",16,25,5,2,51,90.85714285714286,87.71428571428571
"2022-11-17 00:00:00",22,11,3,0,67,91.71428571428571,87.71428571428571
"2022-11-18 00:00:00",18,13,6,5,52,89,83.71428571428571
"2022-11-19 00:00:00",9,12,4,2,54,87.85714285714286,87
"2022-11-20 00:00:00",16,15,3,2,61,90.14285714285714,87.42857142857143
"2022-11-21 00:00:00",10,11,0,2,44,89,87.85714285714286
"2022-11-22 00:00:00",16,12,2,1,53,89.28571428571429,90.28571428571429
"2022-11-23 00:00:00",18,20,3,4,50,88.71428571428571,92.14285714285714
"2022-11-24 00:00:00",13,9,6,2,52,85.71428571428571,92.14285714285714
"2022-11-25 00:00:00",14,13,7,0,64,86.28571428571429,96
"2022-11-26 00:00:00",12,17,4,1,45,86,98.14285714285714
"2022-11-27 00:00:00",14,10,3,1,55,84,99.28571428571429
"2022-11-28 00:00:00",13,20,4,5,57,88.57142857142857,96.14285714285714
"2022-11-29 00:00:00",23,16,4,4,55,91.14285714285714,96.28571428571429
"2022-11-30 00:00:00",14,15,3,2,58,90.71428571428571,92.14285714285714
"2022-12-01 00:00:00",11,13,4,3,63,92.42857142857143,93.71428571428571
"2022-12-02 00:00:00",13,12,3,3,59,91.28571428571429,91
"2022-12-03 00:00:00",15,14,2,4,61,93.71428571428571,89.71428571428571
"2022-12-04 00:00:00",13,16,3,1,48,93.42857142857143,87
"2022-12-05 00:00:00",20,11,3,1,50,91.42857142857143,88.28571428571429
"2022-12-06 00:00:00",19,18,2,2,51,90,85.85714285714286
"2022-12-07 00:00:00",9,18,4,3,53,89.28571428571429,89
"2022-12-08 00:00:00",12,9,6,4,52,87.71428571428571,87.28571428571429
"2022-12-09 00:00:00",13,20,3,1,49,87.14285714285714,88.57142857142857
"2022-12-10 00:00:00",20,17,3,2,56,87.42857142857143,88
"2022-12-11 00:00:00",12,14,4,1,48,87.14285714285714,88.57142857142857
"2022-12-12 00:00:00",11,17,3,4,54,87.71428571428571,89.57142857142857
"2022-12-13 00:00:00",20,14,1,1,65,89,89.14285714285714
"2022-12-14 00:00:00",12,19,3,3,51,89.14285714285714,88.57142857142857
"2022-12-15 00:00:00",13,13,5,3,57,90.28571428571429,89.57142857142857
"2022-12-16 00:00:00",17,16,1,1,53,90.57142857142857,86.42857142857143
"2022-12-17 00:00:00",11,19,6,2,59,90.42857142857143,85.85714285714286
"2022-12-18 00:00:00",10,25,3,2,65,94.14285714285714,87.85714285714286
"2022-12-19 00:00:00",13,19,1,0,40,91.85714285714286,89.42857142857143
"2022-12-20 00:00:00",12,15,5,1,60,90.71428571428571,88.85714285714286
"2022-12-21 00:00:00",14,13,2,2,56,90.57142857142857,86.14285714285714
"2022-12-22 00:00:00",9,12,4,4,72,92,85.28571428571429
"2022-12-23 00:00:00",17,9,4,3,51,91.42857142857143,87.85714285714286
"2022-12-24 00:00:00",14,18,4,0,63,91.71428571428571,91
"2022-12-25 00:00:00",11,17,7,2,58,90.28571428571429,92.14285714285714
"2022-12-26 00:00:00",11,12,4,1,59,92.28571428571429,90.57142857142857
"2022-12-27 00:00:00",15,14,4,3,54,91.85714285714286,90.42857142857143
"2022-12-28 00:00:00",18,11,3,0,55,91.85714285714286,90.57142857142857
"2022-12-29 00:00:00",12,12,4,1,43,87.71428571428571,91.71428571428571
"2022-12-30 00:00:00",17,19,2,3,59,90,91.57142857142857
"2022-12-31 00:00:00",12,23,4,2,61,90.42857142857143,88.57142857142857
"2023-01-01 00:00:00",14,18,2,5,50,89.57142857142857,84.57142857142857
"2023-01-02 00:00:00",12,16,7,2,55,90.28571428571429,83.57142857142857
"2023-01-03 00:00:00",19,16,2,1,58,91.14285714285714,83.28571428571429
"2023-01-04 00:00:00",20,15,2,1,57,92.28571428571429,84.57142857142857
"2023-01-05 00:00:00",17,13,2,3,55,94.85714285714286,83.14285714285714
"2023-01-06 00:00:00",11,10,6,3,45,91.28571428571429,82.85714285714286
"2023-01-07 00:00:00",15,14,2,4,58,90,80.42857142857143
"2023-01-08 00:00:00",12,17,4,4,51,89.85714285714286,82.57142857142857
"2023-01-09 00:00:00",14,13,4,1,61,90,84.14285714285714
"2023-01-10 00:00:00",18,21,7,2,58,91.42857142857143,87.14285714285714
"2023-01-11 00:00:00",14,13,4,4,36,88,86.71428571428571
"2023-01-12 00:00:00",19,12,1,0,46,86.28571428571429,87.57142857142857
"2023-01-13 00:00:00",12,14,2,2,40,85.57142857142857,86.57142857142857
"2023-01-14 00:00:00",12,17,4,2,56,85.28571428571429,89.42857142857143
"2023-01-15 00:00:00",17,20,7,2,40,85,87.57142857142857
"2023-01-16 00:00:00",11,17,4,3,50,83.85714285714286,87.85714285714286
"2023-01-17 00:00:00",17,8,2,2,57,81,86.28571428571429
"2023-01-18 00:00:00",13,17,2,2,60,84.28571428571429,87.71428571428571
"2023-01-19 00:00:00",12,19,3,6,51,86.14285714285714,86.71428571428571
"2023-01-20 00:00:00",12,13,4,1,58,88.71428571428571,87.71428571428571
"2023-01-21 00:00:00",12,18,6,5,55,89.42857142857143,85
"2023-01-22 00:00:00",19,14,1,3,61,91.14285714285714,83.14285714285714
"2023-01-23 00:00:00",13,9,2,3,57,91,81.28571428571429
"2023-01-24 00:00:00",24,17,6,4,53,93.57142857142857,81.71428571428571
"2023-01-25 00:00:00",21,14,2,3,72,96.14285714285714,83.28571428571429
"2023-01-26 00:00:00",15,14,1,2,51,95,85.28571428571429
"2023-01-27 00:00:00",16,13,3,1,53,94.71428571428571,87
"2023-01-28 00:00:00",20,17,4,0,61,95.57142857142857,89.57142857142857
"2023-01-29 00:00:00",11,17,4,3,56,94.57142857142857,94.71428571428571
"2023-01-30 00:00:00",9,14,1,3,56,94.42857142857143,96.85714285714286
"2023-01-31 00:00:00",23,14,6,0,63,94.71428571428571,96.85714285714286
"2023-02-01 00:00:00",17,11,4,1,55,91.28571428571429,95.85714285714286
"2023-02-02 00:00:00",12,10,2,5,59,92,94.71428571428571
"2023-02-03 00:00:00",8,26,8,1,64,95,96
"2023-02-04 00:00:00",14,10,4,2,67,94.28571428571429,97.42857142857143
"2023-02-05 00:00:00",16,11,5,0,42,91.85714285714286,97.28571428571429
"2023-02-06 00:00:00",16,17,3,1,60,93.85714285714286,95.14285714285714
"2023-02-07 00:00:00",14,15,7,4,61,93.14285714285714,93.14285714285714
"2023-02-08 00:00:00",17,15,4,2,66,95.42857142857143,94.71428571428571
"2023-02-09 00:00:00",19,19,6,2,48,96.28571428571429,96.28571428571429
"2023-02-10 00:00:00",14,12,2,0,42,91,94.71428571428571
"2023-02-11 00:00:00",12,18,5,1,53,89.85714285714286,96.28571428571429
"2023-02-12 00:00:00",14,23,5,3,63,94.71428571428571,95.28571428571429
"2023-02-13 00:00:00",17,10,6,4,63,95.14285714285714,97.28571428571429
"2023-02-14 00:00:00",15,15,3,1,56,93.57142857142857,98.42857142857143
"2023-02-15 00:00:00",17,11,5,1,46,90.14285714285714,96.28571428571429
"2023-02-16 00:00:00",22,23,2,3,72,94.14285714285714,96.28571428571429
"2023-02-17 00:00:00",17,16,8,2,54,98,96
"2023-02-18 00:00:00",12,19,3,1,45,96.71428571428571,94
"2023-02-19 00:00:00",16,15,3,1,47,93,96
"2023-02-20 00:00:00",17,19,5,2,49,91.85714285714286,96
"2023-02-21 00:00:00",17,11,7,4,42,90.57142857142857,97
"2023-02-22 00:00:00",14,19,5,5,76,96.14285714285714,95.42857142857143
"2023-02-23 00:00:00",18,20,7,4,58,94,95.28571428571429
"2023-02-24 00:00:00",16,19,5,1,72,96.28571428571429,95.71428571428571
"2023-02-25 00:00:00",15,20,6,2,47,97.71428571428571,98.14285714285714
